"id","word","count","count_n","count_h","count_u"
"76232","idollerini","1","0","0","1"
"76233","idolu","1","0","0","1"
"76234","gormeliyiz”","1","0","0","1"
"76235","2004’ten","1","0","0","1"
"76237","tunceli’ye","1","0","0","1"
"76238","dikmeye","1","0","0","1"
"76239","bitlis’te","1","0","0","1"
"76240","endeksli","1","0","0","1"
"76241","yuceltilen","1","0","0","1"
"76242","mertebesine","1","0","0","1"
"76243","yukseltilen","1","0","0","1"
"76244","genclerimizi","1","0","0","1"
"76245","suriye’de","1","0","0","1"
"76246","coreklenirken","1","0","0","1"
"76247","gondermisti","1","0","0","1"
"76248","coreklenenler","1","0","0","1"
"76249","karsitlari","1","0","0","1"
"76251","karsitlarinin","1","0","0","1"
"76252","topraklarindaki","1","0","0","1"
"76254","kurtculeri","1","1","0","0"
"76256","sayiklamaya","1","1","0","0"
"76259","anlayamayip","1","1","0","0"
"76260","error","1","1","0","0"
"76261","denilip","1","0","0","1"
"76262","uretebilecek","1","0","0","1"
"76263","55475740","1","0","0","1"
"76264","eksende","1","0","0","1"
"76265","edildik","1","0","0","1"
"76266","haklisi","1","0","0","1"
"76267","pydliler","1","0","0","1"
"76268","cocuklarimi","1","0","0","1"
"76269","ettikleriniz","1","0","0","1"
"76270","ciplakligiyla","1","0","0","1"
"76271","dusunurdunuz","1","0","0","1"
"76272","anlamamissin","1","0","0","1"
"76274","uzulmezsin","1","0","0","1"
"76278","safsatalari","1","0","0","1"
"76279","yapmamakta","1","0","0","1"
"76280","kolayciliga","1","0","0","1"
"76281","adlandirmadan","1","0","0","1"
"76282","favlanmasinin","1","0","0","1"
"76283","yumdugunuz","1","0","0","1"
"76285","celiskiyle","1","0","0","1"
"76286","kaciyorsunuz","1","0","0","1"
"76287","kacmayin","1","0","0","1"
"76288","humanistseniz","1","0","0","1"
"76289","ikiyuzlulugunuzu","1","0","0","1"
"76290","hakimiyetinden","1","0","0","1"
"76292","analtmis","1","1","0","0"
"76293","destekcisidir","1","1","0","0"
"76294","empatiden","1","0","0","1"
"76295","inciten","1","0","0","1"
"76296","demiyur","1","0","0","1"
"76297","meydandayken","1","0","0","1"
"76298","begenilmesinin","1","0","0","1"
"76299","dikmek","1","0","0","1"
"76300","siniyorsa","1","0","0","1"
"76301","sindiriyorsan","1","0","0","1"
"76302","dikesin","1","0","0","1"
"76303","acanlardan","1","0","0","1"
"76304","alacaginiza","1","0","0","1"
"76305","yanagini","1","0","0","1"
"76306","uzatacaksin","1","0","0","1"
"76307","mottosunu","1","0","0","1"
"76309","oldurulene","1","0","0","1"
"76311","kirilana","1","0","0","1"
"76312","beklemeleri","1","0","0","1"
"76314","ayaklanmiyorlar","1","0","0","1"
"76315","koyumuzde","1","0","0","1"
"76316","edemediniz","1","0","0","1"
"76317","tankiyla","1","0","0","1"
"76318","bahsedilmesin","1","0","0","1"
"76319","indireceksin","1","0","0","1"
"76320","olabilseydi","1","0","0","1"
"76322","dovulmus","1","0","0","1"
"76323","okuyacaksiniz","1","0","0","1"
"76324","zehirlenmis","1","0","0","1"
"76325","zihninizden","1","0","0","1"
"76326","zehri","1","0","0","1"
"76328","doguracakti","1","0","0","1"
"76329","hicbiriniz","1","0","0","1"
"76330","ailenizden","1","0","0","1"
"76331","beklemezdiniz","1","0","0","1"
"76332","etkileyecekti","1","0","0","1"
"76333","kivilcima","1","0","0","1"
"76334","davranmalarini","1","0","0","1"
"76335","anlayamiyorsunuz","1","0","0","1"
"76336","ezberlere","1","0","0","1"
"76338","terorororororororororor","1","0","0","1"
"76339","yilmadiysaniz","1","0","0","1"
"76341","kaynaginiz","1","0","0","1"
"76342","rahatliginiz","1","0","0","1"
"76343","apoya","1","0","0","1"
"76344","biktiklari","1","0","0","1"
"76345","pkkleri","1","0","0","1"
"76346","fitilini","1","0","0","1"
"76347","sormalisiniz","1","0","0","1"
"76348","corbasindan","1","1","0","0"
"76350","uzulmedigini","1","1","0","0"
"76352","oldurenin","1","1","0","0"
"76354","tanimayacagini","1","1","0","0"
"76355","sakik","1","1","0","0"
"76356","golbasina","1","1","0","0"
"76357","gomdukten","1","1","0","0"
"76358","arazisiymis","1","1","0","0"
"76359","yanibasimiza","1","1","0","0"
"76360","gomdunuz","1","1","0","0"
"76361","mhpliye","1","1","0","0"
"76362","tutarlarken","1","1","0","0"
"76363","tepkilerinden","1","1","0","0"
"76364","tekmeleyenlerden","1","1","0","0"
"76366","kusuruna","1","1","0","0"
"76367","bakmamamizi","1","1","0","0"
"76368","munasebet","1","1","0","0"
"76369","kusurlarina","1","1","0","0"
"76370","yapisindan","1","1","0","0"
"76371","kinayeye","1","1","0","0"
"76372","yamanan","1","1","0","0"
"76373","siradanligin","1","1","0","0"
"76374","seferberligi","1","1","0","0"
"76376","agrisiyla","1","1","0","0"
"76377","zul","1","1","0","0"
"76378","utancini","1","1","0","0"
"76379","azaltabilir","1","1","0","0"
"76381","tartismamizi","1","1","0","0"
"76382","devrimlerin","1","1","0","0"
"76383","yurutucusu","1","1","0","0"
"76384","siradanlarin","1","1","0","0"
"76385","kotucul","1","1","0","0"
"76386","yapisindansa","1","1","0","0"
"76387","kurgusal","1","1","0","0"
"76388","tuzlukla","1","1","0","0"
"76389","ragbetin","1","1","0","0"
"76390","yontemsel","1","1","0","0"
"76392","siradanliktan","1","1","0","0"
"76394","kanaatle","1","1","0","0"
"76395","ezelebed","1","1","0","0"
"76396","siniflardan","1","1","0","0"
"76397","hesaplarimiz","1","1","0","0"
"76398","dolarlarimiz","1","1","0","0"
"76399","kacabilecegimiz","1","1","0","0"
"76400","celiskiyi","1","1","0","0"
"76401","somurensomurulen","1","1","0","0"
"76404","elestirelanalitik","1","1","0","0"
"76405","basitini","1","1","0","0"
"76406","cikartmayacak","1","1","0","0"
"76407","tuketmeye","1","1","0","0"
"76408","talepkar","1","1","0","0"
"76410","baglamsiz","1","1","0","0"
"76411","hakikate","1","1","0","0"
"76412","girtlagindan","1","1","0","0"
"76414","mahmuru","1","1","0","0"
"76415","usengecligine","1","1","0","0"
"76416","matuf","1","1","0","0"
"76417","yurutemeyecegini","1","1","0","0"
"76419","imkansizligini","1","1","0","0"
"76420","ayricaliklar","1","1","0","0"
"76422","milliyetciligin","1","1","0","0"
"76425","edinmezsek","1","1","0","0"
"76426","vbni","1","1","0","0"
"76427","paydasinda","1","1","0","0"
"76429","derdinin","1","1","0","0"
"76430","kapatabilmeleri","1","1","0","0"
"76431","elestirisinde","1","1","0","0"
"76432","tutarsizliklarinin","1","1","0","0"
"76433","mhpliyi","1","1","0","0"
"76434","yaklastirabiliyor","1","1","0","0"
"76435","asiriliklarin","1","1","0","0"
"76436","devletlesmede","1","1","0","0"
"76437","kondurmamak","1","1","0","0"
"76438","ozdeslestirilmis","1","1","0","0"
"76439","anmanin","1","1","0","0"
"76440","varligimizi","1","1","0","0"
"76442","iskencelerle","1","1","0","0"
"76443","siniflarin","1","1","0","0"
"76444","degisiklikle","1","1","0","0"
"76445","tahakkumu","1","1","0","0"
"76446","tahakkumun","1","1","0","0"
"76448","kontrgerillanin","1","1","0","0"
"76449","varolusunu","1","1","0","0"
"76450","yukselisini","1","1","0","0"
"76451","edisini","1","1","0","0"
"76452","isyankari","1","1","0","0"
"76453","aygitlarinin","1","1","0","0"
"76454","kastedilmesini","1","1","0","0"
"76455","karakteristigin","1","1","0","0"
"76456","sorumsuzluk","1","1","0","0"
"76458","devletlesti","1","1","0","0"
"76459","tezinde","1","1","0","0"
"76460","dgmleri","1","1","0","0"
"76461","oymleri","1","1","0","0"
"76462","normlarinca","1","1","0","0"
"76463","indirgenemez","1","1","0","0"
"76464","devrolunamaz","1","1","0","0"
"76465","haklarla","1","1","0","0"
"76466","bekasinin","1","1","0","0"
"76467","kiblesinde","1","1","0","0"
"76468","dusunmenizde","1","1","0","0"
"76469","sarkicisindan","1","1","0","0"
"76470","ir","1","1","0","0"
"76471","doktoralisina","1","1","0","0"
"76472","sasmayan","1","1","0","0"
"76473","surekliligi","1","1","0","0"
"76474","caliyorsa","1","1","0","0"
"76477","hukumluler","1","1","0","0"
"76478","ambargosuyla","1","1","0","0"
"76479","trakyadan","1","1","0","0"
"76480","semdinliye","1","1","0","0"
"76481","hasretlik","1","1","0","0"
"76482","bugunkunden","1","1","0","0"
"76483","soylemlerle","1","1","0","0"
"76485","kurtulanlarin","1","1","0","0"
"76486","tanikliklarindan","1","1","0","0"
"76488","inisiyatiflerinden","1","1","0","0"
"76489","incelenip","1","1","0","0"
"76491","raporlanan","1","1","0","0"
"76494","guclukonak","1","1","0","0"
"76495","yapmamisken","1","1","0","0"
"76496","dokunulmazliklarinin","1","1","0","0"
"76497","dgm","1","1","0","0"
"76501","almisken","1","1","0","0"
"76502","parlamentosunun","1","1","0","0"
"76503","sunacagi","1","1","0","0"
"76504","aydinlatilmamis","1","1","0","0"
"76505","kinayacak","1","1","0","0"
"76506","giysileri","1","1","0","0"
"76508","kimlikleri","1","1","0","0"
"76510","hikmetle","1","1","0","0"
"76511","sahsiyetini","1","1","0","0"
"76512","tahkir","1","1","0","0"
"76513","tezyif","1","1","0","0"
"76514","cogaltilabilecek","1","1","0","0"
"76515","muebbetle","1","1","0","0"
"76516","yargilanacagi","1","1","0","0"
"76517","suikastinda","1","1","0","0"
"76518","erkaninin","1","1","0","0"
"76519","diretmedigi","1","1","0","0"
"76520","unutturulma","1","1","0","0"
"76521","devletpkk","1","1","0","0"
"76522","iliskisindeki","1","1","0","0"
"76523","erdirmis","1","1","0","0"
"76524","erisime","1","1","0","0"
"76525","dokuman","1","1","0","0"
"76526","atilabilir","1","1","0","0"
"76528","bombalamalarla","1","1","0","0"
"76529","birimlerin","1","1","0","0"
"76531","konusulabilecegi","1","1","0","0"
"76532","duyurusunun","1","1","0","0"
"76533","yayininin","1","1","0","0"
"76534","disaridayken","1","1","0","0"
"76535","aynini","1","1","0","0"
"76536","soyluyormus","1","1","0","0"
"76537","sorundan","1","1","0","0"
"76538","kaynaklanmiyorsa","1","1","0","0"
"76539","cilginliktir","1","1","0","0"
"76540","tutamaz","1","1","0","0"
"76541","somutta","1","1","0","0"
"76542","kaynaginda","1","1","0","0"
"76543","cozulmesinde","1","1","0","0"
"76544","yonteminin","1","1","0","0"
"76546","bunlarsiz","1","1","0","0"
"76547","yasamdir","1","1","0","0"
"76549","dokulmeseydi","1","1","0","0"
"76550","platformdan","1","1","0","0"
"76551","sundunuz","1","1","0","0"
"76552","umalim","1","1","0","0"
"76553","aldatilmayalim","1","1","0","0"
"76554","hazirlansin","1","1","0","0"
"76555","lagvedeyim","1","1","0","0"
"76556","yakalama","1","1","0","0"
"76557","baslatilmasiyla","1","1","0","0"
"76558","bahsediyorsan","1","1","0","0"
"76559","yozdil","1","1","0","0"
"76560","96da","1","1","0","0"
"76561","askerlerimize","1","1","0","0"
"76562","patlattiklari","1","1","0","0"
"76563","ateskesin","1","1","0","0"
"76565","yakmasiyla","1","1","0","0"
"76566","addetmeniz","1","1","0","0"
"76567","olgusal","1","1","0","0"
"76568","gerceklilikler","1","1","0","0"
"76569","somutluktan","1","1","0","0"
"76570","bahsettiginizde","1","1","0","0"
"76572","mesrulugundan","1","1","0","0"
"76573","yasallik","1","1","0","0"
"76574","yurttasina","1","1","0","0"
"76575","zokanizi","1","1","0","0"
"76576","ilkin","1","1","0","0"
"76577","catlilar","1","1","0","0"
"76578","kircilar","1","1","0","0"
"76579","madimak","1","1","0","0"
"76580","yardimcisinin","1","1","0","0"
"76581","osmanagaoglu","1","1","0","0"
"76582","azmettiricileri","1","1","0","0"
"76583","asimlariyla","1","1","0","0"
"76584","zamansallik","1","1","0","0"
"76585","dondurmadan","1","1","0","0"
"76586","iliskisel","1","1","0","0"
"76587","yargilayabiliyor","1","1","0","0"
"76591","fantezin","1","1","0","0"
"76592","fonetigiyle","1","1","0","0"
"76593","oksanmiyor","1","1","0","0"
"76594","girtlaktan","1","1","0","0"
"76597","isitiyorsunuz","1","1","0","0"
"76598","dogruldugunda","1","1","0","0"
"76599","nicesinde","1","1","0","0"
"76600","kimligimiz","1","1","0","0"
"76601","onurumuz","1","1","0","0"
"76602","bitmesinin","1","1","0","0"
"76603","konusabilmektir","1","1","0","0"
"76604","gorgusunden","1","1","0","0"
"76605","elitten","1","1","0","0"
"76606","usuller","1","1","0","0"
"76607","muzakeresini","1","1","0","0"
"76608","isittiniz","1","1","0","0"
"76609","bagdadiankara","1","1","0","0"
"76610","beklemissin","1","1","0","0"
"76611","yorgunu","1","1","0","0"
"76612","yokusa","1","1","0","0"
"76613","kactik","1","1","0","0"
"76614","mekanizmalarini","1","1","0","0"
"76616","sokmusken","1","1","0","0"
"76617","ufuksuz","1","1","0","0"
"76618","yarinsiz","1","1","0","0"
"76619","sadistlikle","1","1","0","0"
"76620","amasiz","1","1","0","0"
"76621","mamasiz","1","1","0","0"
"76622","zekalim","1","1","0","0"
"76623","kinayeler","1","1","0","0"
"76624","sahbazim","1","1","0","0"
"76625","kullanmasindaki","1","1","0","0"
"76626","israrini","1","1","0","0"
"76627","sebatini","1","1","0","0"
"76628","soyutlamasindan","1","1","0","0"
"76629","etmisken","1","1","0","0"
"76630","kanalindan","1","1","0","0"
"76631","gerekcen","1","1","0","0"
"76632","ironic","1","1","0","0"
"76633","hayalgucunuz","1","1","0","0"
"76634","militanini","1","1","0","0"
"76635","bagdadinin","1","1","0","0"
"76638","kafirlerinden","1","1","0","0"
"76639","tagutlar","1","1","0","0"
"76641","olmadiginizi","1","1","0","0"
"76642","mgk","1","1","0","0"
"76643","dahilindeydi","1","1","0","0"
"76644","vatanperver","1","1","0","0"
"76645","tutanin","1","1","0","0"
"76646","kusmuktaki","1","1","0","0"
"76647","yapildiginin","1","1","0","0"
"76648","zannedilmesi","1","1","0","0"
"76649","ironiler","1","1","0","0"
"76650","tekmeleyin","1","1","0","0"
"76651","adayligindan","1","1","0","0"
"76652","durusuna","1","1","0","0"
"76653","bagirilmis","1","1","0","0"
"76654","ayagindalar","1","1","0","0"
"76655","iskenceci","1","1","0","0"
"76656","nedamet","1","1","0","0"
"76657","tefekkuru","1","1","0","0"
"76658","izani","1","1","0","0"
"76659","omuzladilar","1","1","0","0"
"76660","kapladiklari","1","1","0","0"
"76661","zonelarindan","1","1","0","0"
"76662","suretsiz","1","1","0","0"
"76663","halkmilletummet","1","1","0","0"
"76664","degiskeninde","1","1","0","0"
"76666","suretlerini","1","1","0","0"
"76667","lincci","1","1","0","0"
"76668","olgunlastirabiliyor","1","1","0","0"
"76669","sukunetine","1","1","0","0"
"76670","damadini","1","1","0","0"
"76671","deyisindeki","1","1","0","0"
"76672","abilige","1","1","0","0"
"76673","halislige","1","1","0","0"
"76674","ozgurdeniz","1","1","0","0"
"76675","benol","1","1","0","0"
"76677","bozacinin","1","1","0","0"
"76678","duruslarindaki","1","1","0","0"
"76679","vakara","1","1","0","0"
"76680","gecmemislerin","1","1","0","0"
"76681","ciplakligi","1","1","0","0"
"76683","hamliklarina","1","1","0","0"
"76684","kimlikle","1","1","0","0"
"76685","desibelden","1","1","0","0"
"76686","bagrilan","1","1","0","0"
"76687","kolpaci","1","1","0","0"
"76688","iktidarsiz","1","1","0","0"
"76689","suretsizler","1","1","0","0"
"76690","bilinemeyen","1","1","0","0"
"76691","suret","1","1","0","0"
"76692","edememislerin","1","1","0","0"
"76694","ofkeyi","1","1","0","0"
"76695","bakamayacaklar","1","1","0","0"
"76696","fedaymis","1","1","0","0"
"76697","kornalarla","1","1","0","0"
"76698","kutlamalara","1","1","0","0"
"76699","ofkelendigin","1","1","0","0"
"76700","kavgasindan","1","1","0","0"
"76701","direnecek","1","1","0","0"
"76703","tafra","1","1","0","0"
"76704","siniflari","1","1","0","0"
"76705","etrafiniza","1","1","0","0"
"76706","safiniza","1","1","0","0"
"76707","ezgisinin","1","1","0","0"
"76708","hayalinin","1","1","0","0"
"76711","veyseli","1","1","0","0"
"76712","zamane","1","1","0","0"
"76713","firlamaliklari","1","1","0","0"
"76714","sakalari","1","1","0","0"
"76715","kepsleri","1","1","0","0"
"76716","ozlemleri","1","1","0","0"
"76718","kalkmazken","1","1","0","0"
"76719","pufur","1","1","0","0"
"76720","esintisinde","1","1","0","0"
"76721","altmetinli","1","1","0","0"
"76722","izlediginiz","1","1","0","0"
"76723","basvurusunda","1","1","0","0"
"76724","saniyesini","1","1","0","0"
"76726","ihtiyacinda","1","1","0","0"
"76727","akiskanlik","1","1","0","0"
"76728","vardiginiz","1","1","0","0"
"76729","dusmanligin","1","1","0","0"
"76730","serencam","1","1","0","0"
"76731","ironisini","1","1","0","0"
"76732","dikecek","1","1","0","0"
"76733","surusuyle","1","1","0","0"
"76734","yasantinizla","1","1","0","0"
"76735","konumunuz","1","1","0","0"
"76736","olabildiginiz","1","1","0","0"
"76737","bizatihi","1","1","0","0"
"76738","varliginizin","1","1","0","0"
"76740","eksiledim","1","1","0","0"
"76741","yapilanlarin","1","0","0","1"
"76742","beyzadeler","1","0","0","1"
"76744","cabalarinin","1","0","0","1"
"76745","utanmamis","1","0","0","1"
"76746","sosyolog","1","0","0","1"
"76747","harmanci","1","0","0","1"
"76750","yarmistir","1","0","1","0"
"76752","oturamiyoruz","1","0","1","0"
"76753","sikayetciyiz","1","0","1","0"
"76756","orgyye","1","0","1","0"
"76757","baslaniyor","1","0","1","0"
"76759","tasarimindan","1","0","0","1"
"76760","zihniyetinden","1","0","0","1"
"76761","bacilarina","1","0","0","1"
"76765","cabalariydi","1","0","0","1"
"76767","cekecegi","1","0","0","1"
"76768","asiriliklar","1","0","0","1"
"76769","saatinizi","1","0","0","1"
"76771","kizoglanlardan","1","0","0","1"
"76772","konusmalara","1","0","0","1"
"76773","ziplatmiyor","1","0","0","1"
"76774","konyali","1","0","0","1"
"76776","kaynagim","1","0","0","1"
"76777","yasayanokuyan","1","0","1","0"
"76779","anatoliensislerden","1","0","0","1"
"76780","sorunumsu","1","0","0","1"
"76781","kilmistir","1","0","1","0"
"76782","sacmalamis","1","1","0","0"
"76784","vicdansizligi","1","1","0","0"
"76785","akliyorsunuz","1","1","0","0"
"76788","yakiniyorsunuz","1","1","0","0"
"76789","vicdanliyim","1","1","0","0"
"76790","akilliyim","1","1","0","0"
"76792","meryem","1","1","0","0"
"76793","gayberi","1","1","0","0"
"76794","twiti","1","1","0","0"
"76795","furkanin","1","1","0","0"
"76796","seninse","1","1","0","0"
"76797","vurgulayacaksin","1","1","0","0"
"76799","ozdemirden","1","0","1","0"
"76800","almaktaydi","1","0","1","0"
"76801","okuyorduk","1","0","1","0"
"76802","duyuyorduk","1","0","1","0"
"76803","kazazin","1","0","1","0"
"76805","baronlar","1","0","1","0"
"76806","sonrakinde","1","0","1","0"
"76807","milletvekilligi","1","0","1","0"
"76808","turanli","1","0","1","0"
"76809","halleluya","1","0","1","0"
"76810","hiristiyanligin","1","0","1","0"
"76811","ulasilmiyormus","1","0","1","0"
"76812","pensilvanyayla","1","0","1","0"
"76813","birlesen","1","0","1","0"
"76815","degistirebilmesinin","1","0","1","0"
"76816","seriatla","1","0","1","0"
"76817","34159684","1","0","1","0"
"76819","secmesi","1","0","1","0"
"76820","tugcecigim","1","0","1","0"
"76821","saksakcisi","1","0","1","0"
"76822","oluverdin","1","0","1","0"
"76823","capinla","1","0","1","0"
